species,product,food_type,pack_size,ean,wms_code,image_scope,local_image,image_url,source_page,declared_dimensions,declared_dpi,image_label,file_bytes,sha256,status
cat,2022 - FCN - Dry - Cat - DIGESTIVE CARE - Zone Europe - STANDARD - Perfect Product Page Master,mainmeal,4 kg,3182550752008,2707040,shared official master across listed weights,images/cat/2022-fcn-dry-cat-digestive-care-zone-europe-standard-perfect-product-page-master-bb4abb2210.jpg,https://marspetcareaprimocdn.petcare.global/00dd09d3-2929-406b-b022-b42400bc3cb9/00dd09d3-2929-406b-b022-b42400bc3cb9_DownloadAsJpg.jpg,https://www.royalcanin.com/uk/cats/products/retail-products/digestive-care-2555,1240x1754,150,FCN22 - DIGESTIVE CARE - DRY - PACKSHOT - B1,131068,bb4abb221058d53c9b4305a4e82949cbe09e21674717796c30f390c36b51247d,downloaded
cat,2022 - FCN - Dry - Cat - DIGESTIVE CARE - Zone Europe - STANDARD - Perfect Product Page Master,mainmeal,10 kg,3182550752015,2707100,shared official master across listed weights,images/cat/2022-fcn-dry-cat-digestive-care-zone-europe-standard-perfect-product-page-master-bb4abb2210.jpg,https://marspetcareaprimocdn.petcare.global/00dd09d3-2929-406b-b022-b42400bc3cb9/00dd09d3-2929-406b-b022-b42400bc3cb9_DownloadAsJpg.jpg,https://www.royalcanin.com/uk/cats/products/retail-products/digestive-care-2555,1240x1754,150,FCN22 - DIGESTIVE CARE - DRY - PACKSHOT - B1,131068,bb4abb221058d53c9b4305a4e82949cbe09e21674717796c30f390c36b51247d,downloaded
cat,2022 - FCN - Dry - Cat - HAIR&SKIN CARE - Zone Europe - STANDARD - Perfect Product Page Master,mainmeal,2 kg,3182550721738,2702020,shared official master across listed weights,images/cat/2022-fcn-dry-cat-hair-skin-care-zone-europe-standard-perfect-product-page-master-1cb546209e.png,https://cdn.royalcanin-weshare-online.io/w1bzqYQBBKJuub5qM_Gf/v317/fcn22-hair-skin-dry-packshot-b1,https://www.royalcanin.com/uk/cats/products/retail-products/hair%26skin-care-2526,1240x1754,150,FCN22 - HAIR&SKIN - DRY - PACKSHOT - B1,548146,1cb546209e64c1aef1e50c551534f751275b64858e3a59426c4e5252aba17bf1,downloaded
cat,2022 - FCN - Dry - Cat - HAIR&SKIN CARE - Zone Europe - STANDARD - Perfect Product Page Master,mainmeal,4 kg,3182550721745,2702040,shared official master across listed weights,images/cat/2022-fcn-dry-cat-hair-skin-care-zone-europe-standard-perfect-product-page-master-1cb546209e.png,https://cdn.royalcanin-weshare-online.io/w1bzqYQBBKJuub5qM_Gf/v317/fcn22-hair-skin-dry-packshot-b1,https://www.royalcanin.com/uk/cats/products/retail-products/hair%26skin-care-2526,1240x1754,150,FCN22 - HAIR&SKIN - DRY - PACKSHOT - B1,548146,1cb546209e64c1aef1e50c551534f751275b64858e3a59426c4e5252aba17bf1,downloaded
cat,2022 - FCN - Dry - Cat - HAIR&SKIN CARE - Zone Europe - STANDARD - Perfect Product Page Master,mainmeal,10 kg,3182550721752,2702100,shared official master across listed weights,images/cat/2022-fcn-dry-cat-hair-skin-care-zone-europe-standard-perfect-product-page-master-1cb546209e.png,https://cdn.royalcanin-weshare-online.io/w1bzqYQBBKJuub5qM_Gf/v317/fcn22-hair-skin-dry-packshot-b1,https://www.royalcanin.com/uk/cats/products/retail-products/hair%26skin-care-2526,1240x1754,150,FCN22 - HAIR&SKIN - DRY - PACKSHOT - B1,548146,1cb546209e64c1aef1e50c551534f751275b64858e3a59426c4e5252aba17bf1,downloaded
cat,2022 - FCN - Dry - Cat - HAIRBALL CARE - Zone Europe - STANDARD - Perfect Product Page Master,mainmeal,2 kg,3182550721400,2704020,shared official master across listed weights,images/cat/2022-fcn-dry-cat-hairball-care-zone-europe-standard-perfect-product-page-master-9155f194f0.jpg,https://marspetcareaprimocdn.petcare.global/23c87388-76e1-49d0-81e3-b42500c5b199/23c87388-76e1-49d0-81e3-b42500c5b199_DownloadAsJpg.jpg,https://www.royalcanin.com/uk/cats/products/retail-products/hairball-care-2534,1240x1754,150,FCN22 - HAIRBALL CARE - DRY - PACKSHOT - B1,132040,9155f194f016821eedb1c5b83c7d8f4b3e33ff4e4b886f21e252f5b43df408ff,downloaded
cat,2022 - FCN - Dry - Cat - HAIRBALL CARE - Zone Europe - STANDARD - Perfect Product Page Master,mainmeal,4 kg,3182550721417,2704040,shared official master across listed weights,images/cat/2022-fcn-dry-cat-hairball-care-zone-europe-standard-perfect-product-page-master-9155f194f0.jpg,https://marspetcareaprimocdn.petcare.global/23c87388-76e1-49d0-81e3-b42500c5b199/23c87388-76e1-49d0-81e3-b42500c5b199_DownloadAsJpg.jpg,https://www.royalcanin.com/uk/cats/products/retail-products/hairball-care-2534,1240x1754,150,FCN22 - HAIRBALL CARE - DRY - PACKSHOT - B1,132040,9155f194f016821eedb1c5b83c7d8f4b3e33ff4e4b886f21e252f5b43df408ff,downloaded
cat,2022 - FCN - Dry - Cat - HAIRBALL CARE - Zone Europe - STANDARD - Perfect Product Page Master,mainmeal,10 kg,3182550721424,2704100,shared official master across listed weights,images/cat/2022-fcn-dry-cat-hairball-care-zone-europe-standard-perfect-product-page-master-9155f194f0.jpg,https://marspetcareaprimocdn.petcare.global/23c87388-76e1-49d0-81e3-b42500c5b199/23c87388-76e1-49d0-81e3-b42500c5b199_DownloadAsJpg.jpg,https://www.royalcanin.com/uk/cats/products/retail-products/hairball-care-2534,1240x1754,150,FCN22 - HAIRBALL CARE - DRY - PACKSHOT - B1,132040,9155f194f016821eedb1c5b83c7d8f4b3e33ff4e4b886f21e252f5b43df408ff,downloaded
cat,2022 - FCN - Dry - Cat - LIGHT WEIGHT CARE - Zone Europe - STANDARD - Perfect Product Page Master,mainmeal,1.5 kg,3182550902991,2700015,shared official master across listed weights,images/cat/2022-fcn-dry-cat-light-weight-care-zone-europe-standard-perfect-product-page-master-311010367f.jpg,https://marspetcareaprimocdn.petcare.global/a467b7e8-48e5-49e8-82f0-b2490007bab4/a467b7e8-48e5-49e8-82f0-b2490007bab4_DownloadAsJpg.jpg,https://www.royalcanin.com/uk/cats/products/retail-products/light-weight-care-2524,2500x2500,150,FCN22-HERO IMAGE-DRY-LightWeight_Page2,235781,311010367f8f8695de2246c48f7e8fbd3769516683d755124cb3681c295e98fb,downloaded
cat,2022 - FCN - Dry - Cat - LIGHT WEIGHT CARE - Zone Europe - STANDARD - Perfect Product Page Master,mainmeal,3 kg,3182550903929,2700030,shared official master across listed weights,images/cat/2022-fcn-dry-cat-light-weight-care-zone-europe-standard-perfect-product-page-master-311010367f.jpg,https://marspetcareaprimocdn.petcare.global/a467b7e8-48e5-49e8-82f0-b2490007bab4/a467b7e8-48e5-49e8-82f0-b2490007bab4_DownloadAsJpg.jpg,https://www.royalcanin.com/uk/cats/products/retail-products/light-weight-care-2524,2500x2500,150,FCN22-HERO IMAGE-DRY-LightWeight_Page2,235781,311010367f8f8695de2246c48f7e8fbd3769516683d755124cb3681c295e98fb,downloaded
cat,2022 - FCN - Dry - Cat - LIGHT WEIGHT CARE - Zone Europe - STANDARD - Perfect Product Page Master,mainmeal,8 kg,3182550902984,2700080,shared official master across listed weights,images/cat/2022-fcn-dry-cat-light-weight-care-zone-europe-standard-perfect-product-page-master-311010367f.jpg,https://marspetcareaprimocdn.petcare.global/a467b7e8-48e5-49e8-82f0-b2490007bab4/a467b7e8-48e5-49e8-82f0-b2490007bab4_DownloadAsJpg.jpg,https://www.royalcanin.com/uk/cats/products/retail-products/light-weight-care-2524,2500x2500,150,FCN22-HERO IMAGE-DRY-LightWeight_Page2,235781,311010367f8f8695de2246c48f7e8fbd3769516683d755124cb3681c295e98fb,downloaded
cat,2022 - FCN - Dry - Cat - URINARY CARE - Zone Europe - STANDARD - Perfect Product Page Master,mainmeal,2 kg,3182550842938,2709020,shared official master across listed weights,images/cat/2022-fcn-dry-cat-urinary-care-zone-europe-standard-perfect-product-page-master-bc0e24edfc.png,https://cdn.royalcanin-weshare-online.io/xVYCqoQBBKJuub5qQfEn/v273/fcn22-urinary-care-dry-packshot-b1,https://www.royalcanin.com/uk/cats/products/retail-products/urinary-care-1800,1240x1754,150,FCN22 - URINARY CARE - DRY - PACKSHOT - B1,539066,bc0e24edfcc388c9339dd8172915da0bc02e13f3d80f62da23ebb08002b0b83d,downloaded
cat,2022 - FCN - Dry - Cat - URINARY CARE - Zone Europe - STANDARD - Perfect Product Page Master,mainmeal,4 kg,3182550842952,2709040,shared official master across listed weights,images/cat/2022-fcn-dry-cat-urinary-care-zone-europe-standard-perfect-product-page-master-bc0e24edfc.png,https://cdn.royalcanin-weshare-online.io/xVYCqoQBBKJuub5qQfEn/v273/fcn22-urinary-care-dry-packshot-b1,https://www.royalcanin.com/uk/cats/products/retail-products/urinary-care-1800,1240x1754,150,FCN22 - URINARY CARE - DRY - PACKSHOT - B1,539066,bc0e24edfcc388c9339dd8172915da0bc02e13f3d80f62da23ebb08002b0b83d,downloaded
cat,2022 - FCN - Dry - Cat - URINARY CARE - Zone Europe - STANDARD - Perfect Product Page Master,mainmeal,10 kg,3182550842969,2709100,shared official master across listed weights,images/cat/2022-fcn-dry-cat-urinary-care-zone-europe-standard-perfect-product-page-master-bc0e24edfc.png,https://cdn.royalcanin-weshare-online.io/xVYCqoQBBKJuub5qQfEn/v273/fcn22-urinary-care-dry-packshot-b1,https://www.royalcanin.com/uk/cats/products/retail-products/urinary-care-1800,1240x1754,150,FCN22 - URINARY CARE - DRY - PACKSHOT - B1,539066,bc0e24edfcc388c9339dd8172915da0bc02e13f3d80f62da23ebb08002b0b83d,downloaded
cat,2022 - FCN - Wet - Cat - APPETITE CONTROL CARE Thin slices in gravy - Zone Europe - STANDARD - Perfect Product Page Master,mainmeal,12x85 g,9003579014905,2848001,weight-specific,images/cat/2022-fcn-wet-cat-appetite-control-care-thin-slices-in-gravy-zone-europe-standard-perfect-product-pag-c40f2e7126.jpg,https://marspetcareaprimocdn.petcare.global/f28fd159-308e-4ae9-b2a8-b2490007b414/f28fd159-308e-4ae9-b2a8-b2490007b414_DownloadAsJpg.jpg,https://www.royalcanin.com/uk/cats/products/retail-products/appetite-control-care-thin-slices-in-gravy-1466,4000x4000,300,FCN22 - APPETITE CONTROL - GRAVY - PACKSHOT POUCH - B1_973263,461805,c40f2e71267942c6ab9f5b206d592b18840f1e6a43eb3144145d3d68dfcc289d,downloaded
cat,2022 - FCN - Wet - Cat - APPETITE CONTROL CARE Thin slices in jelly - Zone Europe - STANDARD - Perfect Product Page Master,mainmeal,12x85 g,9003579016923,2849001,weight-specific,images/cat/2022-fcn-wet-cat-appetite-control-care-thin-slices-in-jelly-zone-europe-standard-perfect-product-pag-dc03e8791f.jpg,https://marspetcareaprimocdn.petcare.global/f0ad5bb5-299a-4d0b-ae39-b1ef00120418/f0ad5bb5-299a-4d0b-ae39-b1ef00120418_DownloadAsJpg.jpg,https://www.royalcanin.com/uk/cats/products/retail-products/appetite-control-care-thin-slices-in-jelly-1467,4000x4000,300,FCN22 - APPETITE CONTROL - JELLY - PACKSHOT POUCH - B1_973266,457021,dc03e8791f35a41de4cfebacd87d42b1f958c4f9df5f8b283bf2cb9afde7be20,downloaded
cat,2022 - FCN - Wet - Cat - DIGESTIVE CARE Thin slices in gravy - Zone Europe - STANDARD - Perfect Product Page Master,mainmeal,12x85 g,9003579309537,2868001,weight-specific,images/cat/2022-fcn-wet-cat-digestive-care-thin-slices-in-gravy-zone-europe-standard-perfect-product-page-maste-1a3abeaaba.jpg,https://marspetcareaprimocdn.petcare.global/70067c2a-06ec-4af9-84ef-b2490007b578/70067c2a-06ec-4af9-84ef-b2490007b578_DownloadAsJpg.jpg,https://www.royalcanin.com/uk/cats/products/retail-products/digestive-care-thin-slices-in-gravy-4076,4000x4000,300,FCN22 - DIGESTIVE CARE - GRAVY - PACKSHOT POUCH - B1_973434,440807,1a3abeaaba444eadc37529e5da42e91be215a0af2787380ee52a10059588c292,downloaded
cat,2022 - FCN - Wet - Cat - HAIR&SKIN CARE Thin slices in gravy - Zone Europe - STANDARD - Perfect Product Page Master,mainmeal,12x85 g,9003579308929,2865001,weight-specific,images/cat/2022-fcn-wet-cat-hair-skin-care-thin-slices-in-gravy-zone-europe-standard-perfect-product-page-maste-fcc189f2df.jpg,https://marspetcareaprimocdn.petcare.global/5e86ed9b-0193-4b24-8700-b2490007b61b/5e86ed9b-0193-4b24-8700-b2490007b61b_DownloadAsJpg.jpg,https://www.royalcanin.com/uk/cats/products/retail-products/hair%26skin-care-thin-slices-in-gravy-4071,4000x4000,300,FCN22 - HAIR&SKIN - GRAVY - PACKSHOT POUCH - B1,473355,fcc189f2dfb1485195acb3c0aab9a70afd47c1c438fb513b4973b8c428dc2b85,downloaded
cat,2022 - FCN - Wet - Cat - HAIR&SKIN Thin slices in jelly - Zone Europe - STANDARD - Perfect Product Page Master,mainmeal,12x85 g,9003579311721,2873001,weight-specific,images/cat/2022-fcn-wet-cat-hair-skin-thin-slices-in-jelly-zone-europe-standard-perfect-product-page-master-921e77bd00.jpg,https://marspetcareaprimocdn.petcare.global/f7ff7b15-74a4-429d-a93a-b2490007b5f6/f7ff7b15-74a4-429d-a93a-b2490007b5f6_DownloadAsJpg.jpg,https://www.royalcanin.com/uk/cats/products/retail-products/hair%26skin-thin-slices-in-jelly-4151,4000x4000,300,FCN22 - HAIR&SKIN - JELLY - PACKSHOT POUCH - B1_973562,471872,921e77bd00b14df1fe1f9ab7555fc5813ce5bdf35ea5b079e96ad41f22f7fc5d,downloaded
cat,2022 - FCN - Wet - Cat - HAIRBALL CARE Thin slices in gravy - Zone Europe - STANDARD - Perfect Product Page Master,mainmeal,12x85 g,9003579000410,2880001,weight-specific,images/cat/2022-fcn-wet-cat-hairball-care-thin-slices-in-gravy-zone-europe-standard-perfect-product-page-master-c77a37b68c.jpg,https://marspetcareaprimocdn.petcare.global/e130f34c-6695-4c33-9d0d-b2490007b67e/e130f34c-6695-4c33-9d0d-b2490007b67e_DownloadAsJpg.jpg,https://www.royalcanin.com/uk/cats/products/retail-products/hairball-care-thin-slices-in-gravy-4158,4000x4000,300,FCN22 - HAIRBALL CARE - GRAVY - PACKSHOT POUCH - B1,430255,c77a37b68cdb081fb26a32edca7ca516549f21ae1ab24e9ddc8d25ff3ed1df59,downloaded
cat,2022 - FCN - Wet - Cat - HAIRBALL CARE Thin slices in jelly - Zone Europe - STANDARD - Perfect Product Page Master,mainmeal,12x85 g,9003579022382,,weight-specific,images/cat/2022-fcn-wet-cat-hairball-care-thin-slices-in-jelly-zone-europe-standard-perfect-product-page-master-556c4e4999.jpg,https://marspetcareaprimocdn.petcare.global/fe818a90-09fc-4110-8c8f-b1ef001208ea/fe818a90-09fc-4110-8c8f-b1ef001208ea_DownloadAsJpg.jpg,https://www.royalcanin.com/uk/cats/products/retail-products/hairball-care-thin-slices-in-jelly-1608,4000x4000,300,FCN22 - HAIRBALL CARE - JELLY - PACKSHOT POUCH - B1,429054,556c4e49997b0a801bd85ff76821096978fef3cf5cbc41975c78e173e5009edd,downloaded
cat,2022 - FCN - Wet - Cat - LIGHT WEIGHT CARE Thin slices in gravy - Zone Europe - STANDARD - Perfect Product Page Master,mainmeal,12x85 g,9003579308769,2864001,weight-specific,images/cat/2022-fcn-wet-cat-light-weight-care-thin-slices-in-gravy-zone-europe-standard-perfect-product-page-ma-8b7c8a28f6.jpg,https://marspetcareaprimocdn.petcare.global/a97962b3-f2a7-4eeb-990d-b2490007b6a4/a97962b3-f2a7-4eeb-990d-b2490007b6a4_DownloadAsJpg.jpg,https://www.royalcanin.com/uk/cats/products/retail-products/light-weight-care-thin-slices-in-gravy-4070,4000x4000,300,FCN22 - LIGHT WEIGHT CARE - GRAVY - PACKSHOT POUCH - B1_973597,460818,8b7c8a28f60362e2df2bbc9afc1348eb69e32f3b617c0bd7b296dc9317dae317,downloaded
cat,2022 - FCN - Wet - Cat - LIGHT WEIGHT CARE Thin slices in jelly - Zone Europe - STANDARD - Perfect Product Page Master,mainmeal,12x85 g,9003579311738,2874001,weight-specific,images/cat/2022-fcn-wet-cat-light-weight-care-thin-slices-in-jelly-zone-europe-standard-perfect-product-page-ma-fef33c9724.jpg,https://marspetcareaprimocdn.petcare.global/47fd25ba-dbd6-48db-8a18-b2490007b633/47fd25ba-dbd6-48db-8a18-b2490007b633_DownloadAsJpg.jpg,https://www.royalcanin.com/uk/cats/products/retail-products/light-weight-care-thin-slices-in-jelly-4152,4000x4000,300,FCN22 - LIGHT WEIGHT CARE - JELLY - PACKSHOT POUCH - B1_973599,460049,fef33c9724e279dfd70621c4c5dd78cb21c6ea5b3a1257b58ba81488f715cdd8,downloaded
cat,2022 - FCN - Wet - Cat - URINARY CARE Thin slices in gravy - Zone Europe - STANDARD - Perfect Product Page Master,mainmeal,12x85 g,9003579000366,2881001,weight-specific,images/cat/2022-fcn-wet-cat-urinary-care-thin-slices-in-gravy-zone-europe-standard-perfect-product-page-master-97e9ac8f9b.jpg,https://marspetcareaprimocdn.petcare.global/ccd33456-6f17-4829-8bf8-b2490007b7e5/ccd33456-6f17-4829-8bf8-b2490007b7e5_DownloadAsJpg.jpg,https://www.royalcanin.com/uk/cats/products/retail-products/urinary-care-thin-slices-in-gravy-4157,4000x4000,300,FCN22 - URINARY CARE - GRAVY - PACKSHOT POUCH - B1_973473,470211,97e9ac8f9bbd0e1a1f7ce8c47bbb0d94f43a49ddfde5fcb2f8606acf9c9efaf5,downloaded
cat,2022 - FCN - Wet - Cat - URINARY CARE Thin slices in jelly - Zone Europe - STANDARD - Perfect Product Page Master,mainmeal,12x85 g,9003579022337,,weight-specific,images/cat/2022-fcn-wet-cat-urinary-care-thin-slices-in-jelly-zone-europe-standard-perfect-product-page-master-760f74924c.jpg,https://marspetcareaprimocdn.petcare.global/24f31421-bc85-4a02-9c54-b1ef001209e0/24f31421-bc85-4a02-9c54-b1ef001209e0_DownloadAsJpg.jpg,https://www.royalcanin.com/uk/cats/products/retail-products/urinary-care-thin-slices-in-jelly-1610,4000x4000,300,FCN22 - URINARY CARE - JELLY - PACKSHOT POUCH- B1_973472,469360,760f74924c2d606ce830a6cf303ce63b5756d863924228f007a78154bf7f8856,downloaded
cat,2022 - FHN - Dry - Cat - KITTEN - Zone Europe - STANDARD - Perfect Product Page Master,mainmeal,2 kg,3182550702423,2052020,shared official master across listed weights,images/cat/2022-fhn-dry-cat-kitten-zone-europe-standard-perfect-product-page-master-e2d40a627f.jpg,https://marspetcareaprimocdn.petcare.global/fa1241ac-7528-4e00-b045-b2490009a695/fa1241ac-7528-4e00-b045-b2490009a695_DownloadAsJpg.jpg,https://www.royalcanin.com/uk/cats/products/retail-products/kitten-2522,2480x3508,300,SOL - KITTEN - DRY - PACKSHOT - B1,348825,e2d40a627fc74dbe60a8b99acb6fc3bebc137e84303af0c7b476b17a0935653d,downloaded
cat,2022 - FHN - Dry - Cat - KITTEN - Zone Europe - STANDARD - Perfect Product Page Master,mainmeal,4 kg,3182550702447,2052040,shared official master across listed weights,images/cat/2022-fhn-dry-cat-kitten-zone-europe-standard-perfect-product-page-master-e2d40a627f.jpg,https://marspetcareaprimocdn.petcare.global/fa1241ac-7528-4e00-b045-b2490009a695/fa1241ac-7528-4e00-b045-b2490009a695_DownloadAsJpg.jpg,https://www.royalcanin.com/uk/cats/products/retail-products/kitten-2522,2480x3508,300,SOL - KITTEN - DRY - PACKSHOT - B1,348825,e2d40a627fc74dbe60a8b99acb6fc3bebc137e84303af0c7b476b17a0935653d,downloaded
cat,2022 - FHN - Dry - Cat - KITTEN - Zone Europe - STANDARD - Perfect Product Page Master,mainmeal,10 kg,3182550702973,2052100,shared official master across listed weights,images/cat/2022-fhn-dry-cat-kitten-zone-europe-standard-perfect-product-page-master-e2d40a627f.jpg,https://marspetcareaprimocdn.petcare.global/fa1241ac-7528-4e00-b045-b2490009a695/fa1241ac-7528-4e00-b045-b2490009a695_DownloadAsJpg.jpg,https://www.royalcanin.com/uk/cats/products/retail-products/kitten-2522,2480x3508,300,SOL - KITTEN - DRY - PACKSHOT - B1,348825,e2d40a627fc74dbe60a8b99acb6fc3bebc137e84303af0c7b476b17a0935653d,downloaded
cat,2022 - FHN - Dry - Cat - KITTEN STERILISED - Zone Europe - STANDARD - Perfect Product Page Master,mainmeal,2 kg,3182550805186,2061020,shared official master across listed weights,images/cat/2022-fhn-dry-cat-kitten-sterilised-zone-europe-standard-perfect-product-page-master-1c594674bb.jpg,https://marspetcareaprimocdn.petcare.global/59e0a309-a31e-4e43-af54-b2490009a75d/59e0a309-a31e-4e43-af54-b2490009a75d_DownloadAsJpg.jpg,https://www.royalcanin.com/uk/cats/products/retail-products/kitten-sterilised-2562,2480x3508,300,SOL - KITTEN STER - DRY - PACKSHOT - B1,372673,1c594674bbc2e623976a409b9c7395acc86d6a8267ffc3cfa93c6af6133e0fc2,downloaded
cat,2022 - FHN - Dry - Cat - KITTEN STERILISED - Zone Europe - STANDARD - Perfect Product Page Master,mainmeal,3.5 kg,3182550877831,2061035,shared official master across listed weights,images/cat/2022-fhn-dry-cat-kitten-sterilised-zone-europe-standard-perfect-product-page-master-1c594674bb.jpg,https://marspetcareaprimocdn.petcare.global/59e0a309-a31e-4e43-af54-b2490009a75d/59e0a309-a31e-4e43-af54-b2490009a75d_DownloadAsJpg.jpg,https://www.royalcanin.com/uk/cats/products/retail-products/kitten-sterilised-2562,2480x3508,300,SOL - KITTEN STER - DRY - PACKSHOT - B1,372673,1c594674bbc2e623976a409b9c7395acc86d6a8267ffc3cfa93c6af6133e0fc2,downloaded
cat,2022 - FHN - Dry - Cat - MOTHER & BABYCAT - Zone Europe - STANDARD - Perfect Product Page Master,mainmeal,2 kg,3182550707312,2002020,shared official master across listed weights,images/cat/2022-fhn-dry-cat-mother-babycat-zone-europe-standard-perfect-product-page-master-5571bde388.jpg,https://marspetcareaprimocdn.petcare.global/65b02efe-acc0-435b-8afd-b2490009ae99/65b02efe-acc0-435b-8afd-b2490009ae99_DownloadAsJpg.jpg,https://www.royalcanin.com/uk/cats/products/retail-products/mother-%26-babycat-2544,2480x3508,300,SOL-MOTHER&BABYCAT-DRY-PACKSHOT-B1,360702,5571bde388c1af463145a834e28708cd2f7b07c15153de7217b1443c67b89cb9,downloaded
cat,2022 - FHN - Dry - Cat - MOTHER & BABYCAT - Zone Europe - STANDARD - Perfect Product Page Master,mainmeal,4 kg,3182550707329,2002040,shared official master across listed weights,images/cat/2022-fhn-dry-cat-mother-babycat-zone-europe-standard-perfect-product-page-master-5571bde388.jpg,https://marspetcareaprimocdn.petcare.global/65b02efe-acc0-435b-8afd-b2490009ae99/65b02efe-acc0-435b-8afd-b2490009ae99_DownloadAsJpg.jpg,https://www.royalcanin.com/uk/cats/products/retail-products/mother-%26-babycat-2544,2480x3508,300,SOL-MOTHER&BABYCAT-DRY-PACKSHOT-B1,360702,5571bde388c1af463145a834e28708cd2f7b07c15153de7217b1443c67b89cb9,downloaded
cat,2022 - FHN - Other - Cat - BABYCAT MILK - Zone Europe - STANDARD - Perfect Product Page Master,mainmeal,300 g,3182550710862,2001001,weight-specific,images/cat/2022-fhn-other-cat-babycat-milk-zone-europe-standard-perfect-product-page-master-d506feeecc.png,https://cdn.royalcanin-weshare-online.io/8kBQGIoBRYZmsWpcDgqR/v21/rc-fhn-babycatmilk-2-en-gb-pdf,https://www.royalcanin.com/uk/cats/products/retail-products/babycat-milk-2553,2400x2400,144,RC-FHN-BabycatMilk-2-en_GB.pdf,651870,d506feeecc74f9aaf3d7a7926c6f2924858a46ae1675567c9655c793ece23f8f,downloaded
cat,2022 - FHNW - Wet - Cat - KITTEN  Chunks in gravy - Zone Europe - STANDARD - Perfect Product Page Master,mainmeal,12x85 g,10030111604351,2861001,weight-specific,images/cat/2022-fhnw-wet-cat-kitten-chunks-in-gravy-zone-europe-standard-perfect-product-page-master-dc698736d8.jpg,https://marspetcareaprimocdn.petcare.global/4b6e2331-f04f-4dce-b952-b2490009a7b0/4b6e2331-f04f-4dce-b952-b2490009a7b0_DownloadAsJpg.jpg,https://www.royalcanin.com/uk/cats/products/retail-products/kitten--chunks-in-gravy-4058,4000x4000,300,SOL - KITTEN CIG - WET - PACKSHOT - B1,403402,dc698736d8fe78717e33016f1387b12ba2b6a95f173e51dd9195a0e7fabcec62,downloaded
cat,2022 - FHNW - Wet - Cat - KITTEN  Chunks in jelly - Zone Europe - STANDARD - Perfect Product Page Master,mainmeal,12x85 g,9003579311714,2872001,weight-specific,images/cat/2022-fhnw-wet-cat-kitten-chunks-in-jelly-zone-europe-standard-perfect-product-page-master-75b0fea4a8.jpg,https://marspetcareaprimocdn.petcare.global/ce2f414e-da03-4f17-8c27-b1ef001c108e/ce2f414e-da03-4f17-8c27-b1ef001c108e_DownloadAsJpg.jpg,https://www.royalcanin.com/uk/cats/products/retail-products/kitten--chunks-in-jelly-4150,4000x4000,300,SOL - KITTEN CIJ - WET - PACKSHOT - B1,409893,75b0fea4a8e0e41cf0ec02b14bc347821c59688e757c5c6ba041f60778b3571d,downloaded
cat,2022 - FHNW - Wet - Cat - KITTEN Loaf in sauce - Zone Europe - STANDARD - Perfect Product Page Master,mainmeal,12x85 g,9003579003848,2845001,weight-specific,images/cat/2022-fhnw-wet-cat-kitten-loaf-in-sauce-zone-europe-standard-perfect-product-page-master-77440977de.jpg,https://marspetcareaprimocdn.petcare.global/2abc539f-9705-4a6a-965d-b2490009a7d6/2abc539f-9705-4a6a-965d-b2490009a7d6_DownloadAsJpg.jpg,https://www.royalcanin.com/uk/cats/products/retail-products/kitten-loaf-in-sauce-4145,,,SOL - KITTEN LOAF - WET - PACKSHOT - B1,402269,77440977dee0938e3285e01511e232869bd0e39f180d3dc4c4da6936777edc06,downloaded
cat,2022 - FHNW - Wet - Cat - MOTHER & BABYCAT Ultra soft mousse - Zone Europe - STANDARD - Perfect Product Page Master,mainmeal,12x195 g,9003579311660,2871002,weight-specific,images/cat/2022-fhnw-wet-cat-mother-babycat-ultra-soft-mousse-zone-europe-standard-perfect-product-page-master-9ecd1c25b6.jpg,https://marspetcareaprimocdn.petcare.global/584aff9d-bae6-4254-bf44-b1ef001c1461/584aff9d-bae6-4254-bf44-b1ef001c1461_DownloadAsJpg.jpg,https://www.royalcanin.com/uk/cats/products/retail-products/mother-%26-babycat-ultra-soft-mousse-4098,2480x3508,300,SOL - MOTHERBBCAT LOAF - WET - PACKSHOT - B1,230150,9ecd1c25b64dfe138e5c19fc7242fe38cbb71e76f5182cf707be3f24fa24b9ac,downloaded
cat,2025 - FHN - Dry - Cat - AGEING 11+ - Zone Europe - STANDARD - Perfect Product Page Master,mainmeal,2 kg,3182550959636,R475954,shared official master across listed weights,images/cat/2025-fhn-dry-cat-ageing-11-zone-europe-standard-perfect-product-page-master-e3255883e4.jpg,https://marspetcareaprimocdn.petcare.global/5e803c8b-63b2-490a-8690-b2920089ee1e/5e803c8b-63b2-490a-8690-b2920089ee1e_DownloadAsJpg.jpg,https://www.royalcanin.com/uk/cats/products/retail-products/ageing-11%2b-2561,2880x3508,300,PSR-FHN25-AGEING11-PACKSHOT,340671,e3255883e4b1594527155134b281c2a5fe65f113c0e7833d88544bfc002efb66,downloaded
